"","Artista","Nombre_Obra","Precio","Año","Galeria","Imagen","Medio"
"2385","Sol LeWitt","Cube Drawings","10,000-20,000 US$","1993","Fromkin Fine Art","http://images.artnet.com/artwork_images_425935072_982475_resize_sol-lewitt.asp?width=130&maxheight=130","Trabajo en papel"
"2398","Desmond Lazaro","Incoming Passengers","10,000-20,000 US$","2016","Chemould Prescott Road","http://images.artnet.com/artwork_images_424832438_1049918_resize_desmond-lazaro.asp?width=130&maxheight=130","Trabajo en papel"
"2426","Pavel Tchelitchew","Sketch of the Museum of Modern Art Curator, Monroe Wheeler","10,000-15,000 US$","1945","Hanover Square Gallery","http://images.artnet.com/artwork_images_116829_372974_resize_pavel-tchelitchew.asp?width=130&maxheight=130","Trabajo en papel"
"2437","Dennis Oppenheim","Rolling Explosion for Martin Margulies	","10,000-20,000 US$","1983","Compagnia dell'Arte","http://images.artnet.com/artwork_images_425934512_800050_resize_dennis-oppenheim.asp?width=130&maxheight=130","Trabajo en papel"
"2446","Simon Lissim","The Zoo","10,000 US$","1977","Russian Art Salon","http://images.artnet.com/artwork_images_425932313_938035_resize_simon-lissim.asp?width=130&maxheight=130","Trabajo en papel"
"2457","Paul (Pavel Ivanov) Mak","Two book illustrations","10,000 US$","1919","Russian Art Salon","http://images.artnet.com/artwork_images_425932313_938029_resize_paul-pavel-ivanov-mak.asp?width=130&maxheight=130","Trabajo en papel"
"2488","Howard Chandler Christy","Portrait of Woman","9,900 US$","circa 1916","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1078878_resize_howard-chandler-christy.asp?width=130&maxheight=130","Trabajo en papel"
"2496","Mary Fedden","Animal","7,000 GBP (9,845 US$)","1994","Portland Gallery","http://images.artnet.com/artwork_images_160358_1111647_resize_mary-fedden.asp?width=130&maxheight=130","Trabajo en papel"
"2505","Bradley Theodore","Black Phantom","7,000 GBP (9,845 US$)","2016","Maddox Gallery","http://images.artnet.com/artwork_images_425936613_1123599_resize_bradley-theodore.asp?width=130&maxheight=130","Trabajo en papel"
"25112","Bradley Theodore","Che Guevara","7,000 GBP (9,845 US$)","2016","Maddox Gallery","http://images.artnet.com/artwork_images_425936613_1130758_resize_bradley-theodore.asp?width=130&maxheight=130","Trabajo en papel"
"2546","Hanns Schimansky","Untitled","8,000 EUR (9,815 US$)","2009","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_661667_resize_hanns-schimansky.asp?width=130&maxheight=130","Trabajo en papel"
"2557","Hanns Schimansky","Untitled","8,000 EUR (9,815 US$)","2008","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_983987_resize_hanns-schimansky.asp?width=130&maxheight=130","Trabajo en papel"
"25811","Thomas Hart Benton","Natchez, Mississippi","9,500 US$","circa 1935","Kiechel Fine Art","http://images.artnet.com/artwork_images_143276_754563_resize_thomas-hart-benton.asp?width=130&maxheight=130","Trabajo en papel"
"2608","Bradshaw Crandell","Bathing Beauty (Carole Lombard)","9,500 US$","circa 1930","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1112737_resize_bradshaw-crandell.asp?width=130&maxheight=130","Trabajo en papel"
"2625","Hanns Schimansky","Untitled","7,500 EUR (9,201 US$)","2007","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_983986_resize_hanns-schimansky.asp?width=130&maxheight=130","Trabajo en papel"
"2639","Mary Fedden","Woman and Baby","6,500 GBP (9,142 US$)","1988","Portland Gallery","http://images.artnet.com/artwork_images_160358_912228_resize_mary-fedden.asp?width=130&maxheight=130","Trabajo en papel"
"2645","Bradley Theodore","The Card Game, Player Triptych","6,500 GBP (9,142 US$)","2016","Maddox Gallery","http://images.artnet.com/artwork_images_425936613_1134822_resize_bradley-theodore.asp?width=130&maxheight=130","Trabajo en papel"
"2677","Silia Ka Tung","Fribia","7,000 EUR (8,588 US$)","2014","Migrant Birds Space","http://images.artnet.com/artwork_images_425936164_1059796_resize_silia-ka-tung.asp?width=130&maxheight=130","Trabajo en papel"
"2686","MadC","17-40","7,000 EUR (8,588 US$)","2013","44309 Street Art Gallery","http://images.artnet.com/artwork_images_425936612_1076894_resize_madc.asp?width=130&maxheight=130","Trabajo en papel"
"2697","John Steuart Curry","Portrait of Justin Sturm","8,500 US$","1936","Kiechel Fine Art","http://images.artnet.com/artwork_images_143276_197979_resize_john-steuart-curry.asp?width=130&maxheight=130","Trabajo en papel"
"27011","Biff Elrod","Untitled (Memphis College of Art Studio Model)","8,500 US$","1967","DONNA LEATHERMAN LLC","http://images.artnet.com/artwork_images_424081079_1017427_resize_biff-elrod.asp?width=130&maxheight=130","Trabajo en papel"
"27112","Biff Elrod","Jack and the Munchkin study","8,500 US$","1967","DONNA LEATHERMAN LLC","http://images.artnet.com/artwork_images_424081079_1017490_resize_biff-elrod.asp?width=130&maxheight=130","Trabajo en papel"
"2765","Dan Baldwin","Nostalgic For The Sense Of Clarity","6,000 GBP (8,439 US$)","2017","Maddox Gallery","http://images.artnet.com/artwork_images_425936613_1102723_resize_dan-baldwin.asp?width=130&maxheight=130","Trabajo en papel"
"2797","MadC","14-30","6,800 EUR (8,343 US$)","2012","44309 Street Art Gallery","http://images.artnet.com/artwork_images_425936612_1076624_resize_madc.asp?width=130&maxheight=130","Trabajo en papel"
"2806","Fernand Léger","Bursting Shells at The Front","5,800 GBP (8,158 US$)","1915","The Court Gallery","http://images.artnet.com/artwork_images_425201609_907939_resize_fernand-leger.asp?width=130&maxheight=130","Trabajo en papel"
"28111","Mary K. Theinert","Object 3 (Master and Mamma)","8,000 US$","2014","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1121818_resize_mary-k-theinert.asp?width=130&maxheight=130","Trabajo en papel"
"2838","Tyler Vouros","Long-eared owl (Asio otus)","8,000 US$","2016","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1034393_resize_tyler-vouros.asp?width=130&maxheight=130","Trabajo en papel"
"2848","Aristide Maillol","Study for 'The Thought' or 'The Mediterranean' / Etude pour 'la Pensee' ou 'La Méditerranée'","8,000 US$","circa 1905","Gilden's Art Gallery","http://images.artnet.com/artwork_images_173111_853997_resize_aristide-maillol.asp?width=130&maxheight=130","Trabajo en papel"
"2885","Miguel Covarrubias","Cotton Club (Dancer)","8,000 US$","circa 1925-1930","Bruce Palmer Galleries","http://images.artnet.com/artwork_images_425165970_716311_resize_miguel-covarrubias.asp?width=130&maxheight=130","Trabajo en papel"
"2896","John Cage","Variations #1","8,000 US$","1987","Crown Point Press","http://images.artnet.com/artwork_images_112895_1062371_resize_john-cage.asp?width=130&maxheight=130","Trabajo en papel"
"2906","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086114_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"29111","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086113_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"2927","Mary Fedden","Jay","5,500 GBP (7,736 US$)","1992","Portland Gallery","http://images.artnet.com/artwork_images_160358_1111642_resize_mary-fedden.asp?width=130&maxheight=130","Trabajo en papel"
"2968","Margaret Neill","Wayfarer","5,450 GBP (7,665 US$)","2015","IdeelArt","http://images.artnet.com/artwork_images_425936111_996866_resize_margaret-neill.asp?width=130&maxheight=130","Trabajo en papel"
"2976","Toc Fetch","The Answer","7,500 US$","2004","Ricco/Maresca","http://images.artnet.com/artwork_images_153321_201510_resize_toc-fetch.asp?width=130&maxheight=130","Trabajo en papel"
"310","MadC","14-30","6,800 EUR (8,343 US$)","2012","44309 Street Art Gallery","http://images.artnet.com/artwork_images_425936612_1076624_resize_madc.asp?width=130&maxheight=130","Trabajo en papel"
"410","Fernand Léger","Bursting Shells at The Front","5,800 GBP (8,158 US$)","1915","The Court Gallery","http://images.artnet.com/artwork_images_425201609_907939_resize_fernand-leger.asp?width=130&maxheight=130","Trabajo en papel"
"585","Mary K. Theinert","Object 3 (Master and Mamma)","8,000 US$","2014","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1121818_resize_mary-k-theinert.asp?width=130&maxheight=130","Trabajo en papel"
"7101","Tyler Vouros","Long-eared owl (Asio otus)","8,000 US$","2016","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1034393_resize_tyler-vouros.asp?width=130&maxheight=130","Trabajo en papel"
"8101","Aristide Maillol","Study for 'The Thought' or 'The Mediterranean' / Etude pour 'la Pensee' ou 'La Méditerranée'","8,000 US$","circa 1905","Gilden's Art Gallery","http://images.artnet.com/artwork_images_173111_853997_resize_aristide-maillol.asp?width=130&maxheight=130","Trabajo en papel"
"12101","Miguel Covarrubias","Cotton Club (Dancer)","8,000 US$","circa 1925-1930","Bruce Palmer Galleries","http://images.artnet.com/artwork_images_425165970_716311_resize_miguel-covarrubias.asp?width=130&maxheight=130","Trabajo en papel"
"13101","John Cage","Variations #1","8,000 US$","1987","Crown Point Press","http://images.artnet.com/artwork_images_112895_1062371_resize_john-cage.asp?width=130&maxheight=130","Trabajo en papel"
"1425","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086114_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"1545","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086113_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"16101","Mary Fedden","Jay","5,500 GBP (7,736 US$)","1992","Portland Gallery","http://images.artnet.com/artwork_images_160358_1111642_resize_mary-fedden.asp?width=130&maxheight=130","Trabajo en papel"
"2025","Margaret Neill","Wayfarer","5,450 GBP (7,665 US$)","2015","IdeelArt","http://images.artnet.com/artwork_images_425936111_996866_resize_margaret-neill.asp?width=130&maxheight=130","Trabajo en papel"
"21101","Toc Fetch","The Answer","7,500 US$","2004","Ricco/Maresca","http://images.artnet.com/artwork_images_153321_201510_resize_toc-fetch.asp?width=130&maxheight=130","Trabajo en papel"
"2525","John Cage","Variations #1","8,000 US$","1987","Crown Point Press","http://images.artnet.com/artwork_images_112895_1062371_resize_john-cage.asp?width=130&maxheight=130","Trabajo en papel"
"26101","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086114_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"2745","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086113_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"2865","Mary Fedden","Jay","5,500 GBP (7,736 US$)","1992","Portland Gallery","http://images.artnet.com/artwork_images_160358_1111642_resize_mary-fedden.asp?width=130&maxheight=130","Trabajo en papel"
"3211","Margaret Neill","Wayfarer","5,450 GBP (7,665 US$)","2015","IdeelArt","http://images.artnet.com/artwork_images_425936111_996866_resize_margaret-neill.asp?width=130&maxheight=130","Trabajo en papel"
"3311","Toc Fetch","The Answer","7,500 US$","2004","Ricco/Maresca","http://images.artnet.com/artwork_images_153321_201510_resize_toc-fetch.asp?width=130&maxheight=130","Trabajo en papel"
"3711","John Cage","Variations #1","8,000 US$","1987","Crown Point Press","http://images.artnet.com/artwork_images_112895_1062371_resize_john-cage.asp?width=130&maxheight=130","Trabajo en papel"
"3811","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086114_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
"391","Zarina Hashmi","Folded House","8,000 US$","2016","Galerie Jeanne Bucher Jaeger","http://images.artnet.com/artwork_images_423940689_1086113_resize_zarina-hashmi.asp?width=130&maxheight=130","Trabajo en papel"
